Antony and Cleopatra,Tragedy,112,5.2.373,First Guard,Where is the queen?
Antony and Cleopatra,Tragedy,113,5.2.374,CHARMIAN,"Speak softly, wake her not."
Antony and Cleopatra,Tragedy,114,5.2.375,First Guard,Caesar hath sent--
Antony and Cleopatra,Tragedy,115,5.2.376,CHARMIAN,Too slow a messenger.
Antony and Cleopatra,Tragedy,115,5.2.377,CHARMIAN,"O, come apace, dispatch! I partly feel thee."
Antony and Cleopatra,Tragedy,116,5.2.378,First Guard,"Approach, ho! All's not well: Caesar's beguiled."
Antony and Cleopatra,Tragedy,117,5.2.379,Second Guard,"There's Dolabella sent from Caesar, call him."
Antony and Cleopatra,Tragedy,118,5.2.380,First Guard,"What work is here! Charmian, is this well done?"
Antony and Cleopatra,Tragedy,119,5.2.381,CHARMIAN,"It is well done, and fitting for a princess"
Antony and Cleopatra,Tragedy,119,5.2.382,CHARMIAN,Descended of so many royal kings.
Antony and Cleopatra,Tragedy,119,5.2.383,CHARMIAN,"Ah, soldier!"
Antony and Cleopatra,Tragedy,120,5.2.384,DOLABELLA,How goes it here?
Antony and Cleopatra,Tragedy,121,5.2.385,Second Guard,All dead.
Antony and Cleopatra,Tragedy,122,5.2.386,DOLABELLA,"Caesar, thy thoughts"
Antony and Cleopatra,Tragedy,122,5.2.387,DOLABELLA,Touch their effects in this: thyself art coming
Antony and Cleopatra,Tragedy,122,5.2.388,DOLABELLA,To see perform'd the dreaded act which thou
Antony and Cleopatra,Tragedy,122,5.2.389,DOLABELLA,So sought'st to hinder.
Antony and Cleopatra,Tragedy,122,5.2.389,DOLABELLA,"Within  'A way there, a way for Caesar!'"
Antony and Cleopatra,Tragedy,123,5.2.390,DOLABELLA,"O sir, you are too sure an augurer,"
Antony and Cleopatra,Tragedy,123,5.2.391,DOLABELLA,That you did fear is done.
Antony and Cleopatra,Tragedy,124,5.2.392,OCTAVIUS CAESAR,"Bravest at the last,"
Antony and Cleopatra,Tragedy,124,5.2.393,OCTAVIUS CAESAR,"She levell'd at our purposes, and, being royal,"
Antony and Cleopatra,Tragedy,124,5.2.394,OCTAVIUS CAESAR,Took her own way. The manner of their deaths?
Antony and Cleopatra,Tragedy,124,5.2.395,OCTAVIUS CAESAR,I do not see them bleed.
Antony and Cleopatra,Tragedy,125,5.2.396,DOLABELLA,Who was last with them?
Antony and Cleopatra,Tragedy,126,5.2.397,First Guard,"A simple countryman, that brought her figs:"
Antony and Cleopatra,Tragedy,126,5.2.398,First Guard,This was his basket.
Antony and Cleopatra,Tragedy,127,5.2.399,OCTAVIUS CAESAR,"Poison'd, then."
Antony and Cleopatra,Tragedy,128,5.2.400,First Guard,"O Caesar,"
Antony and Cleopatra,Tragedy,128,5.2.401,First Guard,"This Charmian lived but now, she stood and spake:"
Antony and Cleopatra,Tragedy,128,5.2.402,First Guard,I found her trimming up the diadem
Antony and Cleopatra,Tragedy,128,5.2.403,First Guard,"On her dead mistress, tremblingly she stood"
Antony and Cleopatra,Tragedy,128,5.2.404,First Guard,And on the sudden dropp'd.
Antony and Cleopatra,Tragedy,129,5.2.405,OCTAVIUS CAESAR,O noble weakness!
Antony and Cleopatra,Tragedy,129,5.2.406,OCTAVIUS CAESAR,"If they had swallow'd poison, 'twould appear"
Antony and Cleopatra,Tragedy,129,5.2.407,OCTAVIUS CAESAR,"By external swelling: but she looks like sleep,"
Antony and Cleopatra,Tragedy,129,5.2.408,OCTAVIUS CAESAR,As she would catch another Antony
Antony and Cleopatra,Tragedy,129,5.2.409,OCTAVIUS CAESAR,In her strong toil of grace.
Antony and Cleopatra,Tragedy,130,5.2.410,DOLABELLA,"Here, on her breast,"
Antony and Cleopatra,Tragedy,130,5.2.411,DOLABELLA,There is a vent of blood and something blown:
Antony and Cleopatra,Tragedy,130,5.2.412,DOLABELLA,The like is on her arm.
Antony and Cleopatra,Tragedy,131,5.2.413,First Guard,This is an aspic's trail: and these fig-leaves
Antony and Cleopatra,Tragedy,131,5.2.414,First Guard,"Have slime upon them, such as the aspic leaves"
Antony and Cleopatra,Tragedy,131,5.2.415,First Guard,Upon the caves of Nile.
Antony and Cleopatra,Tragedy,132,5.2.416,OCTAVIUS CAESAR,Most probable
Antony and Cleopatra,Tragedy,132,5.2.417,OCTAVIUS CAESAR,"That so she died, for her physician tells me"
Antony and Cleopatra,Tragedy,132,5.2.418,OCTAVIUS CAESAR,She hath pursued conclusions infinite
Antony and Cleopatra,Tragedy,132,5.2.419,OCTAVIUS CAESAR,"Of easy ways to die. Take up her bed,"
Antony and Cleopatra,Tragedy,132,5.2.420,OCTAVIUS CAESAR,And bear her women from the monument:
Antony and Cleopatra,Tragedy,132,5.2.421,OCTAVIUS CAESAR,She shall be buried by her Antony:
Antony and Cleopatra,Tragedy,132,5.2.422,OCTAVIUS CAESAR,No grave upon the earth shall clip in it
Antony and Cleopatra,Tragedy,132,5.2.423,OCTAVIUS CAESAR,A pair so famous. High events as these
Antony and Cleopatra,Tragedy,132,5.2.424,OCTAVIUS CAESAR,"Strike those that make them, and their story is"
Antony and Cleopatra,Tragedy,132,5.2.425,OCTAVIUS CAESAR,No less in pity than his glory which
Antony and Cleopatra,Tragedy,132,5.2.426,OCTAVIUS CAESAR,Brought them to be lamented. Our army shall
Antony and Cleopatra,Tragedy,132,5.2.427,OCTAVIUS CAESAR,"In solemn show attend this funeral,"
Antony and Cleopatra,Tragedy,132,5.2.428,OCTAVIUS CAESAR,"And then to Rome. Come, Dolabella, see"
Antony and Cleopatra,Tragedy,132,5.2.429,OCTAVIUS CAESAR,High order in this great solemnity.
Coriolanus,Tragedy,1,1.1.1,First Citizen,"Before we proceed any further, hear me speak."
Coriolanus,Tragedy,2,1.1.2,All,"Speak, speak."
Coriolanus,Tragedy,3,1.1.3,First Citizen,You are all resolved rather to die than to famish?
Coriolanus,Tragedy,4,1.1.4,All,Resolved. resolved.
Coriolanus,Tragedy,5,1.1.5,First Citizen,"First, you know Caius Marcius is chief enemy to the people."
Coriolanus,Tragedy,6,1.1.6,All,"We know't, we know't."
Coriolanus,Tragedy,7,1.1.7,First Citizen,"Let us kill him, and we'll have corn at our own price."
Coriolanus,Tragedy,7,1.1.8,First Citizen,Is't a verdict?
Coriolanus,Tragedy,8,1.1.9,All,"No more talking on't, let it be done: away, away!"
Coriolanus,Tragedy,9,1.1.10,Second Citizen,"One word, good citizens."
Coriolanus,Tragedy,10,1.1.11,First Citizen,"We are accounted poor citizens, the patricians good."
Coriolanus,Tragedy,10,1.1.12,First Citizen,What authority surfeits on would relieve us: if they
Coriolanus,Tragedy,10,1.1.13,First Citizen,"would yield us but the superfluity, while it were"
Coriolanus,Tragedy,10,1.1.14,First Citizen,"wholesome, we might guess they relieved us humanely,"
Coriolanus,Tragedy,10,1.1.15,First Citizen,but they think we are too dear: the leanness that
Coriolanus,Tragedy,10,1.1.16,First Citizen,"afflicts us, the object of our misery, is as an"
Coriolanus,Tragedy,10,1.1.17,First Citizen,"inventory to particularise their abundance, our"
Coriolanus,Tragedy,10,1.1.18,First Citizen,sufferance is a gain to them Let us revenge this with
Coriolanus,Tragedy,10,1.1.19,First Citizen,"our pikes, ere we become rakes: for the gods know I"
Coriolanus,Tragedy,10,1.1.20,First Citizen,"speak this in hunger for bread, not in thirst for revenge."
Coriolanus,Tragedy,11,1.1.21,Second Citizen,Would you proceed especially against Caius Marcius?
Coriolanus,Tragedy,12,1.1.22,All,Against him first: he's a very dog to the commonalty.
Coriolanus,Tragedy,13,1.1.23,Second Citizen,Consider you what services he has done for his country?
Coriolanus,Tragedy,14,1.1.24,First Citizen,"Very well, and could be content to give him good"
Coriolanus,Tragedy,14,1.1.25,First Citizen,"report fort, but that he pays himself with being proud."
Coriolanus,Tragedy,15,1.1.26,Second Citizen,"Nay, but speak not maliciously."
Coriolanus,Tragedy,16,1.1.27,First Citizen,"I say unto you, what he hath done famously, he did"
Coriolanus,Tragedy,16,1.1.28,First Citizen,it to that end: though soft-conscienced men can be
Coriolanus,Tragedy,16,1.1.29,First Citizen,content to say it was for his country he did it to
Coriolanus,Tragedy,16,1.1.30,First Citizen,"please his mother and to be partly proud, which he"
Coriolanus,Tragedy,16,1.1.31,First Citizen,"is, even till the altitude of his virtue."
Coriolanus,Tragedy,17,1.1.32,Second Citizen,"What he cannot help in his nature, you account a"
Coriolanus,Tragedy,17,1.1.33,Second Citizen,vice in him. You must in no way say he is covetous.
Coriolanus,Tragedy,18,1.1.34,First Citizen,"If I must not, I need not be barren of accusations,"
Coriolanus,Tragedy,18,1.1.35,First Citizen,"he hath faults, with surplus, to tire in repetition."
Coriolanus,Tragedy,18,1.1.36,First Citizen,What shouts are these? The other side o' the city
Coriolanus,Tragedy,18,1.1.37,First Citizen,is risen: why stay we prating here? to the Capitol!
Coriolanus,Tragedy,19,1.1.38,All,"Come, come."
Coriolanus,Tragedy,20,1.1.39,First Citizen,Soft! who comes here?
Coriolanus,Tragedy,21,1.1.40,Second Citizen,"Worthy Menenius Agrippa, one that hath always loved"
Coriolanus,Tragedy,21,1.1.41,Second Citizen,the people.
Coriolanus,Tragedy,22,1.1.42,First Citizen,He's one honest enough: would all the rest were so!
Coriolanus,Tragedy,23,1.1.43,MENENIUS,"What work's, my countrymen, in hand? where go you"
Coriolanus,Tragedy,23,1.1.44,MENENIUS,"With bats and clubs? The matter? speak, I pray you."
Coriolanus,Tragedy,24,1.1.45,First Citizen,"Our business is not unknown to the senate, they have"
Coriolanus,Tragedy,24,1.1.46,First Citizen,"had inkling this fortnight what we intend to do,"
Coriolanus,Tragedy,24,1.1.47,First Citizen,which now we'll show 'em in deeds. They say poor
Coriolanus,Tragedy,24,1.1.48,First Citizen,suitors have strong breaths: they shall know we
Coriolanus,Tragedy,24,1.1.49,First Citizen,have strong arms too.
Coriolanus,Tragedy,25,1.1.50,MENENIUS,"Why, masters, my good friends, mine honest neighbours,"
Coriolanus,Tragedy,25,1.1.51,MENENIUS,Will you undo yourselves?
Coriolanus,Tragedy,26,1.1.52,First Citizen,"We cannot, sir, we are undone already."
Coriolanus,Tragedy,27,1.1.53,MENENIUS,"I tell you, friends, most charitable care"
Coriolanus,Tragedy,27,1.1.54,MENENIUS,"Have the patricians of you. For your wants,"
Coriolanus,Tragedy,27,1.1.55,MENENIUS,"Your suffering in this dearth, you may as well"
Coriolanus,Tragedy,27,1.1.56,MENENIUS,Strike at the heaven with your staves as lift them
Coriolanus,Tragedy,27,1.1.57,MENENIUS,"Against the Roman state, whose course will on"
Coriolanus,Tragedy,27,1.1.58,MENENIUS,"The way it takes, cracking ten thousand curbs"
Coriolanus,Tragedy,27,1.1.59,MENENIUS,Of more strong link asunder than can ever
Coriolanus,Tragedy,27,1.1.60,MENENIUS,"Appear in your impediment. For the dearth,"
Coriolanus,Tragedy,27,1.1.61,MENENIUS,"The gods, not the patricians, make it, and"
Coriolanus,Tragedy,27,1.1.62,MENENIUS,"Your knees to them, not arms, must help. Alack,"
Coriolanus,Tragedy,27,1.1.63,MENENIUS,You are transported by calamity
Coriolanus,Tragedy,27,1.1.64,MENENIUS,"Thither where more attends you, and you slander"
Coriolanus,Tragedy,27,1.1.65,MENENIUS,"The helms o' the state, who care for you like fathers,"
Coriolanus,Tragedy,27,1.1.66,MENENIUS,When you curse them as enemies.
Coriolanus,Tragedy,28,1.1.67,First Citizen,"Care for us! True, indeed! They ne'er cared for us"
Coriolanus,Tragedy,28,1.1.68,First Citizen,"yet: suffer us to famish, and their store-houses"
Coriolanus,Tragedy,28,1.1.69,First Citizen,"crammed with grain, make edicts for usury, to"
Coriolanus,Tragedy,28,1.1.70,First Citizen,"support usurers, repeal daily any wholesome act"
Coriolanus,Tragedy,28,1.1.71,First Citizen,"established against the rich, and provide more"
Coriolanus,Tragedy,28,1.1.72,First Citizen,"piercing statutes daily, to chain up and restrain"
Coriolanus,Tragedy,28,1.1.73,First Citizen,"the poor. If the wars eat us not up, they will, and"
Coriolanus,Tragedy,28,1.1.74,First Citizen,there's all the love they bear us.
Coriolanus,Tragedy,29,1.1.75,MENENIUS,Either you must
Coriolanus,Tragedy,29,1.1.76,MENENIUS,"Confess yourselves wondrous malicious,"
Coriolanus,Tragedy,29,1.1.77,MENENIUS,Or be accused of folly. I shall tell you
Coriolanus,Tragedy,29,1.1.78,MENENIUS,"A pretty tale: it may be you have heard it,"
Coriolanus,Tragedy,29,1.1.79,MENENIUS,"But, since it serves my purpose, I will venture"
Coriolanus,Tragedy,29,1.1.80,MENENIUS,To stale 't a little more.
Coriolanus,Tragedy,30,1.1.81,First Citizen,"Well, I'll hear it, sir: yet you must not think to"
Coriolanus,Tragedy,30,1.1.82,First Citizen,"fob off our disgrace with a tale: but, an 't please"
Coriolanus,Tragedy,30,1.1.83,First Citizen,"you, deliver."
Coriolanus,Tragedy,31,1.1.84,MENENIUS,There was a time when all the body's members
Coriolanus,Tragedy,31,1.1.85,MENENIUS,"Rebell'd against the belly, thus accused it:"
Coriolanus,Tragedy,31,1.1.86,MENENIUS,That only like a gulf it did remain
Coriolanus,Tragedy,31,1.1.87,MENENIUS,"I' the midst o' the body, idle and unactive,"
Coriolanus,Tragedy,31,1.1.88,MENENIUS,"Still cupboarding the viand, never bearing"
Coriolanus,Tragedy,31,1.1.89,MENENIUS,"Like labour with the rest, where the other instruments"
Coriolanus,Tragedy,31,1.1.90,MENENIUS,"Did see and hear, devise, instruct, walk, feel,"
Coriolanus,Tragedy,31,1.1.91,MENENIUS,"And, mutually participate, did minister"
Coriolanus,Tragedy,31,1.1.92,MENENIUS,Unto the appetite and affection common
Coriolanus,Tragedy,31,1.1.93,MENENIUS,Of the whole body. The belly answer'd--
Coriolanus,Tragedy,32,1.1.94,First Citizen,"Well, sir, what answer made the belly?"
Coriolanus,Tragedy,33,1.1.95,MENENIUS,"Sir, I shall tell you. With a kind of smile,"
Coriolanus,Tragedy,33,1.1.96,MENENIUS,"Which ne'er came from the lungs, but even thus--"
Coriolanus,Tragedy,33,1.1.97,MENENIUS,"For, look you, I may make the belly smile"
Coriolanus,Tragedy,33,1.1.98,MENENIUS,As well as speak--it tauntingly replied
Coriolanus,Tragedy,33,1.1.99,MENENIUS,"To the discontented members, the mutinous parts"
Coriolanus,Tragedy,33,1.1.100,MENENIUS,"That envied his receipt, even so most fitly"
Coriolanus,Tragedy,33,1.1.101,MENENIUS,As you malign our senators for that
Coriolanus,Tragedy,33,1.1.102,MENENIUS,They are not such as you.
Coriolanus,Tragedy,34,1.1.103,First Citizen,Your belly's answer? What!
Coriolanus,Tragedy,34,1.1.104,First Citizen,"The kingly-crowned head, the vigilant eye,"
Coriolanus,Tragedy,34,1.1.105,First Citizen,"The counsellor heart, the arm our soldier,"
Coriolanus,Tragedy,34,1.1.106,First Citizen,"Our steed the leg, the tongue our trumpeter."
Coriolanus,Tragedy,34,1.1.107,First Citizen,With other muniments and petty helps
Coriolanus,Tragedy,34,1.1.108,First Citizen,"In this our fabric, if that they--"
Coriolanus,Tragedy,35,1.1.109,MENENIUS,What then?
Coriolanus,Tragedy,35,1.1.110,MENENIUS,"'Fore me, this fellow speaks! What then? what then?"
Coriolanus,Tragedy,36,1.1.111,First Citizen,"Should by the cormorant belly be restrain'd,"
Coriolanus,Tragedy,36,1.1.112,First Citizen,"Who is the sink o' the body,--"
Coriolanus,Tragedy,37,1.1.113,MENENIUS,"Well, what then?"
Coriolanus,Tragedy,38,1.1.114,First Citizen,"The former agents, if they did complain,"
Coriolanus,Tragedy,38,1.1.115,First Citizen,What could the belly answer?
Coriolanus,Tragedy,39,1.1.116,MENENIUS,I will tell you
Coriolanus,Tragedy,39,1.1.117,MENENIUS,If you'll bestow a small--of what you have little--
Coriolanus,Tragedy,39,1.1.118,MENENIUS,"Patience awhile, you'll hear the belly's answer."
Coriolanus,Tragedy,40,1.1.119,First Citizen,Ye're long about it.
Coriolanus,Tragedy,41,1.1.120,MENENIUS,"Note me this, good friend,"
Coriolanus,Tragedy,41,1.1.121,MENENIUS,"Your most grave belly was deliberate,"
Coriolanus,Tragedy,41,1.1.122,MENENIUS,"Not rash like his accusers, and thus answer'd:"
Coriolanus,Tragedy,41,1.1.123,MENENIUS,"'True is it, my incorporate friends,' quoth he,"
Coriolanus,Tragedy,41,1.1.124,MENENIUS,"'That I receive the general food at first,"
Coriolanus,Tragedy,41,1.1.125,MENENIUS,"Which you do live upon, and fit it is,"
Coriolanus,Tragedy,41,1.1.126,MENENIUS,Because I am the store-house and the shop
Coriolanus,Tragedy,41,1.1.127,MENENIUS,"Of the whole body: but, if you do remember,"
Coriolanus,Tragedy,41,1.1.128,MENENIUS,"I send it through the rivers of your blood,"
Coriolanus,Tragedy,41,1.1.129,MENENIUS,"Even to the court, the heart, to the seat o' the brain,"
Coriolanus,Tragedy,41,1.1.130,MENENIUS,"And, through the cranks and offices of man,"
Coriolanus,Tragedy,41,1.1.131,MENENIUS,The strongest nerves and small inferior veins
Coriolanus,Tragedy,41,1.1.132,MENENIUS,From me receive that natural competency
Coriolanus,Tragedy,41,1.1.133,MENENIUS,"Whereby they live: and though that all at once,"
Coriolanus,Tragedy,41,1.1.134,MENENIUS,"You, my good friends,'--this says the belly, mark me,--"
Coriolanus,Tragedy,42,1.1.135,First Citizen,"Ay, sir, well, well."
Coriolanus,Tragedy,43,1.1.136,MENENIUS,'Though all at once cannot
Coriolanus,Tragedy,43,1.1.137,MENENIUS,"See what I do deliver out to each,"
Coriolanus,Tragedy,43,1.1.138,MENENIUS,"Yet I can make my audit up, that all"
Coriolanus,Tragedy,43,1.1.139,MENENIUS,"From me do back receive the flour of all,"
Coriolanus,Tragedy,43,1.1.140,MENENIUS,And leave me but the bran.' What say you to't?
Coriolanus,Tragedy,44,1.1.141,First Citizen,It was an answer: how apply you this?
Coriolanus,Tragedy,45,1.1.142,MENENIUS,"The senators of Rome are this good belly,"
Coriolanus,Tragedy,45,1.1.143,MENENIUS,"And you the mutinous members, for examine"
Coriolanus,Tragedy,45,1.1.144,MENENIUS,"Their counsels and their cares, digest things rightly"
Coriolanus,Tragedy,45,1.1.145,MENENIUS,"Touching the weal o' the common, you shall find"
Coriolanus,Tragedy,45,1.1.146,MENENIUS,No public benefit which you receive
Coriolanus,Tragedy,45,1.1.147,MENENIUS,But it proceeds or comes from them to you
Coriolanus,Tragedy,45,1.1.148,MENENIUS,"And no way from yourselves. What do you think,"
Coriolanus,Tragedy,45,1.1.149,MENENIUS,"You, the great toe of this assembly?"
Coriolanus,Tragedy,46,1.1.150,First Citizen,I the great toe! why the great toe?
Coriolanus,Tragedy,47,1.1.151,MENENIUS,"For that, being one o' the lowest, basest, poorest,"
Coriolanus,Tragedy,47,1.1.152,MENENIUS,"Of this most wise rebellion, thou go'st foremost:"
Coriolanus,Tragedy,47,1.1.153,MENENIUS,"Thou rascal, that art worst in blood to run,"
Coriolanus,Tragedy,47,1.1.154,MENENIUS,Lead'st first to win some vantage.
Coriolanus,Tragedy,47,1.1.155,MENENIUS,But make you ready your stiff bats and clubs:
Coriolanus,Tragedy,47,1.1.156,MENENIUS,"Rome and her rats are at the point of battle,"
Coriolanus,Tragedy,47,1.1.157,MENENIUS,The one side must have bale.
Coriolanus,Tragedy,47,1.1.158,MENENIUS,"Hail, noble Marcius!"
Coriolanus,Tragedy,48,1.1.159,MARCIUS,"Thanks. What's the matter, you dissentious rogues,"
Coriolanus,Tragedy,48,1.1.160,MARCIUS,"That, rubbing the poor itch of your opinion,"
Coriolanus,Tragedy,48,1.1.161,MARCIUS,Make yourselves scabs?
Coriolanus,Tragedy,49,1.1.162,First Citizen,We have ever your good word.
Coriolanus,Tragedy,50,1.1.163,MARCIUS,He that will give good words to thee will flatter
Coriolanus,Tragedy,50,1.1.164,MARCIUS,"Beneath abhorring. What would you have, you curs,"
Coriolanus,Tragedy,50,1.1.165,MARCIUS,"That like nor peace nor war? the one affrights you,"
Coriolanus,Tragedy,50,1.1.166,MARCIUS,"The other makes you proud. He that trusts to you,"
Coriolanus,Tragedy,50,1.1.167,MARCIUS,"Where he should find you lions, finds you hares,"
Coriolanus,Tragedy,50,1.1.168,MARCIUS,"Where foxes, geese: you are no surer, no,"
Coriolanus,Tragedy,50,1.1.169,MARCIUS,"Than is the coal of fire upon the ice,"
Coriolanus,Tragedy,50,1.1.170,MARCIUS,Or hailstone in the sun. Your virtue is
Coriolanus,Tragedy,50,1.1.171,MARCIUS,To make him worthy whose offence subdues him
Coriolanus,Tragedy,50,1.1.172,MARCIUS,And curse that justice did it.
Coriolanus,Tragedy,50,1.1.173,MARCIUS,Who deserves greatness
Coriolanus,Tragedy,50,1.1.174,MARCIUS,"Deserves your hate, and your affections are"
Coriolanus,Tragedy,50,1.1.175,MARCIUS,"A sick man's appetite, who desires most that"
Coriolanus,Tragedy,50,1.1.176,MARCIUS,Which would increase his evil. He that depends
Coriolanus,Tragedy,50,1.1.177,MARCIUS,Upon your favours swims with fins of lead
Coriolanus,Tragedy,50,1.1.178,MARCIUS,And hews down oaks with rushes. Hang ye! Trust Ye?
Coriolanus,Tragedy,50,1.1.179,MARCIUS,"With every minute you do change a mind,"
Coriolanus,Tragedy,50,1.1.180,MARCIUS,"And call him noble that was now your hate,"
Coriolanus,Tragedy,50,1.1.181,MARCIUS,"Him vile that was your garland. What's the matter,"
Coriolanus,Tragedy,50,1.1.182,MARCIUS,That in these several places of the city
Coriolanus,Tragedy,50,1.1.183,MARCIUS,"You cry against the noble senate, who,"
Coriolanus,Tragedy,50,1.1.184,MARCIUS,"Under the gods, keep you in awe, which else"
Coriolanus,Tragedy,50,1.1.185,MARCIUS,Would feed on one another? What's their seeking?
Coriolanus,Tragedy,51,1.1.186,MENENIUS,"For corn at their own rates, whereof, they say,"
Coriolanus,Tragedy,51,1.1.187,MENENIUS,The city is well stored.
Coriolanus,Tragedy,52,1.1.188,MARCIUS,Hang 'em! They say!
Coriolanus,Tragedy,52,1.1.189,MARCIUS,"They'll sit by the fire, and presume to know"
Coriolanus,Tragedy,52,1.1.190,MARCIUS,"What's done i' the Capitol, who's like to rise,"
Coriolanus,Tragedy,52,1.1.191,MARCIUS,"Who thrives and who declines, side factions"
Coriolanus,Tragedy,52,1.1.192,MARCIUS,and give out
Coriolanus,Tragedy,52,1.1.193,MARCIUS,"Conjectural marriages, making parties strong"
Coriolanus,Tragedy,52,1.1.194,MARCIUS,And feebling such as stand not in their liking
Coriolanus,Tragedy,52,1.1.195,MARCIUS,Below their cobbled shoes. They say there's
Coriolanus,Tragedy,52,1.1.196,MARCIUS,grain enough!
Coriolanus,Tragedy,52,1.1.197,MARCIUS,"Would the nobility lay aside their ruth,"
Coriolanus,Tragedy,52,1.1.198,MARCIUS,"And let me use my sword, I'll make a quarry"
Coriolanus,Tragedy,52,1.1.199,MARCIUS,"With thousands of these quarter'd slaves, as high"
Coriolanus,Tragedy,52,1.1.200,MARCIUS,As I could pick my lance.
Coriolanus,Tragedy,53,1.1.201,MENENIUS,"Nay, these are almost thoroughly persuaded,"
Coriolanus,Tragedy,53,1.1.202,MENENIUS,"For though abundantly they lack discretion,"
Coriolanus,Tragedy,53,1.1.203,MENENIUS,"Yet are they passing cowardly. But, I beseech you,"
Coriolanus,Tragedy,53,1.1.204,MENENIUS,What says the other troop?
Coriolanus,Tragedy,54,1.1.205,MARCIUS,They are dissolved: hang 'em!
Coriolanus,Tragedy,54,1.1.206,MARCIUS,"They said they were an-hungry, sigh'd forth proverbs,"
Coriolanus,Tragedy,54,1.1.207,MARCIUS,"That hunger broke stone walls, that dogs must eat,"
Coriolanus,Tragedy,54,1.1.208,MARCIUS,"That meat was made for mouths, that the gods sent not"
Coriolanus,Tragedy,54,1.1.209,MARCIUS,Corn for the rich men only: with these shreds
Coriolanus,Tragedy,54,1.1.210,MARCIUS,"They vented their complainings, which being answer'd,"
Coriolanus,Tragedy,54,1.1.211,MARCIUS,"And a petition granted them, a strange one--"
Coriolanus,Tragedy,54,1.1.212,MARCIUS,"To break the heart of generosity,"
Coriolanus,Tragedy,54,1.1.213,MARCIUS,And make bold power look pale--they threw their caps
Coriolanus,Tragedy,54,1.1.214,MARCIUS,"As they would hang them on the horns o' the moon,"
Coriolanus,Tragedy,54,1.1.215,MARCIUS,Shouting their emulation.
Coriolanus,Tragedy,55,1.1.216,MENENIUS,What is granted them?
Coriolanus,Tragedy,56,1.1.217,MARCIUS,"Five tribunes to defend their vulgar wisdoms,"
Coriolanus,Tragedy,56,1.1.218,MARCIUS,"Of their own choice: one's Junius Brutus,"
Coriolanus,Tragedy,56,1.1.219,MARCIUS,"Sicinius Velutus, and I know not--'Sdeath!"
Coriolanus,Tragedy,56,1.1.220,MARCIUS,"The rabble should have first unroof'd the city,"
Coriolanus,Tragedy,56,1.1.221,MARCIUS,Ere so prevail'd with me: it will in time
Coriolanus,Tragedy,56,1.1.222,MARCIUS,Win upon power and throw forth greater themes
Coriolanus,Tragedy,56,1.1.223,MARCIUS,For insurrection's arguing.
Coriolanus,Tragedy,57,1.1.224,MENENIUS,This is strange.
Coriolanus,Tragedy,58,1.1.225,MARCIUS,"Go, get you home, you fragments!"
Coriolanus,Tragedy,59,1.1.226,Messenger,Where's Caius Marcius?
Coriolanus,Tragedy,60,1.1.227,MARCIUS,Here: what's the matter?
Coriolanus,Tragedy,61,1.1.228,Messenger,"The news is, sir, the Volsces are in arms."
Coriolanus,Tragedy,62,1.1.229,MARCIUS,I am glad on 't: then we shall ha' means to vent
Coriolanus,Tragedy,62,1.1.230,MARCIUS,"Our musty superfluity. See, our best elders."
Coriolanus,Tragedy,62,1.1.230,MARCIUS,"Enter COMINIUS, TITUS LARTIUS, and other Senators, JUNIUS BRUTUS and SICINIUS VELUTUS"
Coriolanus,Tragedy,63,1.1.231,First Senator,"Marcius, 'tis true that you have lately told us,"
Coriolanus,Tragedy,63,1.1.232,First Senator,The Volsces are in arms.
Coriolanus,Tragedy,64,1.1.233,MARCIUS,"They have a leader,"
Coriolanus,Tragedy,64,1.1.234,MARCIUS,"Tullus Aufidius, that will put you to 't."
Coriolanus,Tragedy,64,1.1.235,MARCIUS,"I sin in envying his nobility,"
Coriolanus,Tragedy,64,1.1.236,MARCIUS,"And were I any thing but what I am,"
Coriolanus,Tragedy,64,1.1.237,MARCIUS,I would wish me only he.
Coriolanus,Tragedy,65,1.1.238,COMINIUS,You have fought together.
Coriolanus,Tragedy,66,1.1.239,MARCIUS,Were half to half the world by the ears and he.
Coriolanus,Tragedy,66,1.1.240,MARCIUS,"Upon my party, I'ld revolt to make"
Coriolanus,Tragedy,66,1.1.241,MARCIUS,Only my wars with him: he is a lion
Coriolanus,Tragedy,66,1.1.242,MARCIUS,That I am proud to hunt.
Coriolanus,Tragedy,67,1.1.243,First Senator,"Then, worthy Marcius,"
Coriolanus,Tragedy,67,1.1.244,First Senator,Attend upon Cominius to these wars.
Coriolanus,Tragedy,68,1.1.245,COMINIUS,It is your former promise.
Coriolanus,Tragedy,69,1.1.246,MARCIUS,"Sir, it is,"
Coriolanus,Tragedy,69,1.1.247,MARCIUS,"And I am constant. Titus Lartius, thou"
Coriolanus,Tragedy,69,1.1.248,MARCIUS,Shalt see me once more strike at Tullus' face.
Coriolanus,Tragedy,69,1.1.249,MARCIUS,"What, art thou stiff? stand'st out?"
Coriolanus,Tragedy,70,1.1.250,TITUS,"No, Caius Marcius,"
Coriolanus,Tragedy,70,1.1.251,TITUS,"I'll lean upon one crutch and fight with t'other,"
Coriolanus,Tragedy,70,1.1.252,TITUS,Ere stay behind this business.
Coriolanus,Tragedy,71,1.1.253,MENENIUS,"O, true-bred!"
Coriolanus,Tragedy,72,1.1.254,First Senator,"Your company to the Capitol, where, I know,"
Coriolanus,Tragedy,72,1.1.255,First Senator,Our greatest friends attend us.
